sentence,course,discipline,institution,contributor,stance,confidence,prob_disc,prob_cond,prob_enc
"2. Outlining and organizing thoughts: Students can use AI to create structured outlines, build cohesive arguments, and effectively present their ideas in written assignments or presentations.",Social Work,Social Work (Masters level),University of Massachusetts Global,Ellen Belluomini,encouraging,0.9312052726745605,0.026528414,0.042266358,0.9312053
"3. Checking grammar and style: AI tools can assist students in proofreading their work, correcting spelling, and grammar errors, and ensuring consistency in writing style.",Social Work,Social Work (Masters level),University of Massachusetts Global,Ellen Belluomini,encouraging,0.8760701417922974,0.081604294,0.04232562,0.87607014
"When using AI for paraphrasing another author’s work, always verify AI-assisted or -generated text, discarding the unnecessary parts, and refining the rest so it meaningfully fits your voice and your work.",Social Work,Social Work (Masters level),University of Massachusetts Global,Ellen Belluomini,conditional,0.7704318165779114,0.19241917,0.7704318,0.03714905
"AI cannot mimic your voice or meaning within the context of the assignment, but it can provide you with a foundation of understanding how to paraphrase another author’s work.",Social Work,Social Work (Masters level),University of Massachusetts Global,Ellen Belluomini,conditional,0.8516764640808105,0.080949254,0.85167646,0.06737431
AI must be cited next to the author of the original works when using the paraphrasing function.,Social Work,Social Work (Masters level),University of Massachusetts Global,Ellen Belluomini,conditional,0.6636606454849243,0.19015367,0.66366065,0.14618574
"How to ethically cite your use of a Generative AI model in your work
Students are allowed to use advanced automated tools (artificial intelligence or machine learning tools such as ChatGPT or Dall-E 2) on assignments in this course if that use is properly documented and credited.",Social Work,Social Work (Masters level),University of Massachusetts Global,Ellen Belluomini,discouraging,0.39516904950141907,0.39516905,0.26118216,0.34364876
"Please review these examples on Purdue Owl on “How to Cite AI-Generated Content” https://guides.lib.purdue.edu/c.php?g=1371380&p=10135074

Instructors are permitted to use generative AI tools in the classroom for activities such as:
1.",Social Work,Social Work (Masters level),University of Massachusetts Global,Ellen Belluomini,encouraging,0.9351586699485779,0.051068347,0.013773,0.93515867
Student content may or may not be kept private from the data control settings for chat history and model training on the chat history of the specific AI platform in use.,Social Work,Social Work (Masters level),University of Massachusetts Global,Ellen Belluomini,discouraging,0.579082190990448,0.5790822,0.28997138,0.13094643
"Risks of Using AI in Courses
1.",Social Work,Social Work (Masters level),University of Massachusetts Global,Ellen Belluomini,encouraging,0.815077006816864,0.08427204,0.10065097,0.815077
"Data privacy concerns: AI systems collect and store a significant amount of personal data from students, including their learning behaviors and preferences.",Social Work,Social Work (Masters level),University of Massachusetts Global,Ellen Belluomini,encouraging,0.8014333844184875,0.088606454,0.10996015,0.8014334
"This raises concerns about how this data is used and protected, as well as the potential for misuse or unauthorized access.",Social Work,Social Work (Masters level),University of Massachusetts Global,Ellen Belluomini,conditional,0.4076049327850342,0.2520085,0.40760493,0.34038657
"2. Bias in algorithms: AI systems may be trained on biased data sets, leading to discriminatory outcomes for certain groups of students.",Social Work,Social Work (Masters level),University of Massachusetts Global,Ellen Belluomini,encouraging,0.5634105801582336,0.12556216,0.31102732,0.5634106
3. Feedback loop bias: AI models rely on feedback to improve their accuracy over time.,Social Work,Social Work (Masters level),University of Massachusetts Global,Ellen Belluomini,encouraging,0.6585780382156372,0.07053103,0.27089092,0.65857804
"If the feedback provided by students or instructors is biased or incorrect, the AI model may perpetuate that bias or make inaccurate predictions based on faulty information.",Social Work,Social Work (Masters level),University of Massachusetts Global,Ellen Belluomini,conditional,0.7904543280601501,0.097579785,0.7904543,0.11196584
Hallucinations: In the context of AI refer to instances where an artificial intelligence system generates erroneous or misleading information that is not based on real data or patterns.,Social Work,Social Work (Masters level),University of Massachusetts Global,Ellen Belluomini,discouraging,0.4305988550186157,0.43059886,0.36441374,0.2049874
"5. Lack of transparency: The inner workings of AI algorithms and decision-making processes are often complex and opaque, making it difficult for students to understand how their interactions with AI systems are being evaluated and assessed.",Social Work,Social Work (Masters level),University of Massachusetts Global,Ellen Belluomini,encouraging,0.8542122840881348,0.05483925,0.09094852,0.8542123
"Maintenance and technical issues: AI technology may be prone to technical glitches and malfunctions, leading to disruptions in the learning process and hindering students' ability to access educational materials and resources.",Social Work,Social Work (Masters level),University of Massachusetts Global,Ellen Belluomini,discouraging,0.37993955612182617,0.37993956,0.27002183,0.35003868
"Ethical implications: The use of AI in the classroom raises a host of ethical considerations related to fairness, accountability, and transparency, which must be carefully considered and addressed to ensure the equitable and ethical use of AI technology in education.",Social Work,Social Work (Masters level),University of Massachusetts Global,Ellen Belluomini,encouraging,0.8547106981277466,0.06399742,0.08129194,0.8547107
Lack of training data: AI models require large amounts of high-quality training data to learn and make accurate predictions.,Social Work,Social Work (Masters level),University of Massachusetts Global,Ellen Belluomini,conditional,0.6568872928619385,0.16847226,0.6568873,0.17464045
"If the training data used to build the AI model is incomplete, biased, or not representative of the student population, the model may not be able to accurately predict the answers needed for the assignment.",Social Work,Social Work (Masters level),University of Massachusetts Global,Ellen Belluomini,conditional,0.6736779808998108,0.17424658,0.673678,0.15207545
"9. Limited context awareness: AI models may lack the ability to understand the full context of a student's learning environment and personal circumstances, leading to inaccurate recommendations or assessments.",Social Work,Social Work (Masters level),University of Massachusetts Global,Ellen Belluomini,conditional,0.686202883720398,0.16068235,0.6862029,0.15311474
"Without a deep understanding of an assignment’s background, preferences, and challenges, AI models may not be able to provide relevant and support.",Social Work,Social Work (Masters level),University of Massachusetts Global,Ellen Belluomini,conditional,0.45329293608665466,0.14216684,0.45329294,0.40454024
"AI models may struggle to adapt to these rapidly changing environments, making their predictions and recommendations less reliable over time.",Social Work,Social Work (Masters level),University of Massachusetts Global,Ellen Belluomini,encouraging,0.410980761051178,0.19358355,0.39543566,0.41098076
It is important for students and educators to critically evaluate the accuracy and reliability of AI models used in the classroom and to consider their limitations and potential biases when making decisions based on AI-generated recommendations.,Social Work,Social Work (Masters level),University of Massachusetts Global,Ellen Belluomini,encouraging,0.5105447769165039,0.067181915,0.42227334,0.5105448
"The use of AI in the classroom is meant to supplement and enhance learning strategies, not to take the place of the student’s own work.",Social Work,Social Work (Masters level),University of Massachusetts Global,Ellen Belluomini,encouraging,0.9122796058654785,0.0296314,0.058089003,0.9122796
"Policy on artificial intelligence (AI, meaning apps such as Chat GPT): It is fine to get research assistance from AI as long as you put both your prompt and the resulting text as an appendix at the end of your paper, and list it in your reference list.",Both first-year seminars and sociology courses,Sociology,Lasell University,Betsy Leondar-Wright,encouraging,0.6182186603546143,0.25077328,0.13100809,0.61821866
"Just as with any other source, if you use an AI bot’s exact words, enclose them in quotes and put the citation in parentheses.",Both first-year seminars and sociology courses,Sociology,Lasell University,Betsy Leondar-Wright,encouraging,0.5540065765380859,0.16122212,0.28477132,0.5540066
"Be cautious in using AI for research assistance, as all existing AI apps ‘hallucinate’ and supply false information; don’t rely on AI for accurate information, but always fact-check.",Both first-year seminars and sociology courses,Sociology,Lasell University,Betsy Leondar-Wright,conditional,0.8350491523742676,0.13098164,0.83504915,0.033969183
